Time (s), Position (m)_1, Position (m)_2, Velocity (m/s)_1, Velocity (m/s)_2, Force (N)_1, Force (N)_2, InteractionForce (N)_1, InteractionForce (N)_2, StateCode, Phase, Trial, TargetX (m), TargetHalfWidth (m)
0.126701, 0.565214, 0.000023, 0.000000, 0.000000, 0.000000, 0.000000, nan, nan, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000
0.128700, 0.565214, 0.000023, 0.000000, 0.000000, 0.000000, 0.000000, nan, nan, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000
0.130700, 0.565214, 0.000023, 0.000000, 0.000000, 0.000000, 0.000000, nan, nan, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000
0.132701, 0.565214, 0.000023, 0.000000, 0.000000, 0.344366, 0.000000, nan, nan, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000
0.134701, 0.565214, 0.000023, 0.000000, 0.000000, 0.344366, 0.000000, nan, nan, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000
0.136701, 0.565214, 0.000023, 0.000000, 0.000000, 0.344366, -0.344366, nan, nan, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000
0.138701, 0.565214, 0.000023, 0.000000, 0.000000, 0.000000, 0.000000, nan, nan, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000
0.140704, 0.565214, 0.000023, 0.000000, 0.000000, 0.344366, -0.344366, nan, nan, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000
0.142702, 0.565214, 0.000023, 0.000000, 0.000000, 0.344366, 0.000000, nan, nan, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000
0.144702, 0.565214, 0.000023, 0.000000, 0.000000, 0.344366, 0.000000, nan, nan, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000
0.146702, 0.565214, 0.000023, 0.000000, 0.000000, 0.000000, 0.000000, nan, nan, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000
0.148702, 0.565214, 0.000023, 0.000000, 0.000000, 0.344366, 0.000000, nan, nan, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000
0.150702, 0.565214, 0.000023, 0.000000, 0.000000, 0.344366, 0.000000, nan, nan, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000
0.152702, 0.565214, 0.000023, 0.000000, 0.000000, 0.344366, 0.000000, nan, nan, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000
0.154702, 0.565214, 0.000023, 0.000000, 0.000000, 0.344366, 0.000000, nan, nan, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000
0.156702, 0.565214, 0.000023, 0.000000, 0.000000, 0.344366, 0.000000, nan, nan, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000
0.158702, 0.565214, 0.000023, 0.000000, 0.000000, 0.344366, 0.000000, nan, nan, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000
0.160703, 0.565214, 0.000023, 0.000000, 0.000000, 0.344366, -0.344366, nan, nan, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000
0.162703, 0.565214, 0.000023, 0.000000, 0.000000, 0.344366, 0.000000, nan, nan, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000
0.164703, 0.565214, 0.000023, 0.000000, 0.000000, 0.000000, -0.344366, nan, nan, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000
0.166703, 0.565214, 0.000023, 0.000000, 0.000000, 0.688732, 0.000000, nan, nan, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000
0.168703, 0.565214, 0.000023, 0.000000, 0.000000, 0.344366, 0.000000, nan, nan, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000
0.170703, 0.565214, 0.000023, 0.000000, 0.000000, 0.344366, 0.000000, nan, nan, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000
0.172703, 0.565214, 0.000023, 0.000000, 0.000000, 0.344366, 0.000000, nan, nan, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000
0.174704, 0.565214, 0.000023, 0.000000, 0.000000, 0.344366, 0.000000, nan, nan, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000
0.176706, 0.565214, 0.000023, 0.000000, 0.000000, 0.344366, 0.000000, nan, nan, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000
0.178704, 0.000000, 0.000023, 0.000000, 0.000000, 0.344366, 0.000000, nan, nan, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000
0.180704, 0.000000, 0.000000, 0.000000, 0.000000, -17.562659, 0.344366, nan, nan, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000
0.182704, -0.000053, -0.000015, -0.010438, -0.003523, -18.595757, -17.907025, nan, nan, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000
0.184704, -0.000178, -0.000068, -0.039423, -0.016813, -19.284488, -18.940123, nan, nan, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000
0.186704, -0.000363, -0.000129, -0.073285, -0.028232, -18.595757, -19.973220, nan, nan, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000
0.188704, -0.000609, -0.000144, -0.103550, -0.019081, -19.284488, -19.973220, nan, nan, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000
0.190709, -0.001090, -0.000140, -0.155148, -0.002850, -21.350684, -19.973220, nan, nan, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000
0.192706, -0.001090, -0.000148, -0.155148, -0.000589, -21.350684, -19.973220, nan, nan, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000
0.194706, -0.001317, -0.000178, -0.110787, -0.010130, -22.039415, -19.628854, nan, nan, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000
0.196706, -0.001298, -0.000216, -0.027020, -0.016869, -19.973220, -19.628854, nan, nan, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000
0.198706, -0.001363, -0.000235, -0.009298, -0.013470, -19.284488, -19.973220, nan, nan, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000
0.200706, -0.001503, -0.000254, -0.045234, -0.009986, -19.628854, -19.973220, nan, nan, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000
0.202706, -0.001650, -0.000280, -0.070457, -0.011710, -20.661952, -19.284488, nan, nan, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000
0.204706, -0.001730, -0.000310, -0.059745, -0.014140, -19.628854, -20.661952, nan, nan, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000
0.206707, -0.001847, -0.000341, -0.048840, -0.014688, -19.628854, -20.317586, nan, nan, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000
0.208707, -0.001923, -0.000360, -0.063574, -0.012483, -19.628854, -19.628854, nan, nan, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000
0.210707, -0.002104, -0.000386, -0.084110, -0.011813, -19.628854, -19.973220, nan, nan, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000
0.212708, -0.002275, -0.000416, -0.086740, -0.014012, -19.973220, -19.284488, nan, nan, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000
0.214710, -0.002517, -0.000450, -0.080821, -0.016064, -19.973220, -19.973220, nan, nan, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000
0.216708, -0.002699, -0.000473, -0.085568, -0.014339, -19.628854, -19.628854, nan, nan, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000
0.218707, -0.002861, -0.000503, -0.086681, -0.013706, -20.317586, -20.317586, nan, nan, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000
0.220708, -0.003024, -0.000545, -0.081858, -0.017527, -20.317586, -20.317586, nan, nan, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000
0.222708, -0.003111, -0.000579, -0.083023, -0.018456, -19.973220, -20.317586, nan, nan, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000
0.224709, -0.003297, -0.000609, -0.092338, -0.016393, -19.973220, -19.973220, nan, nan, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000
0.226709, -0.003603, -0.000636, -0.099505, -0.014291, -21.006318, -19.973220, nan, nan, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000
0.228710, -0.003819, -0.000674, -0.104334, -0.015812, -19.284488, -19.973220, nan, nan, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000
0.230709, -0.004046, -0.000715, -0.109938, -0.019611, -19.628854, -19.973220, nan, nan, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000
0.232709, -0.004156, -0.000753, -0.112436, -0.020000, -20.317586, -20.317586, nan, nan, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000
0.234709, -0.004474, -0.000780, -0.107695, -0.016458, -19.284488, -19.628854, nan, nan, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000
0.236709, -0.004686, -0.000810, -0.105071, -0.014787, -20.317586, -19.628854, nan, nan, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000
0.238709, -0.004799, -0.000855, -0.109073, -0.018553, -19.284488, -19.628854, nan, nan, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000
0.240714, -0.005144, -0.000905, -0.113806, -0.022748, -20.317586, -19.628854, nan, nan, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000
0.242714, -0.005261, -0.000950, -0.116543, -0.024266, -19.628854, -20.317586, nan, nan, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000
0.244711, -0.005515, -0.000992, -0.123423, -0.022574, -19.284488, -20.661952, nan, nan, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000
0.246714, -0.005920, -0.001033, -0.132840, -0.021007, -19.973220, -19.973220, nan, nan, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000
0.248712, -0.006192, -0.001083, -0.136168, -0.022156, -19.973220, -19.973220, nan, nan, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000
0.250712, -0.006457, -0.001136, -0.134644, -0.025132, -19.973220, -19.628854, nan, nan, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000
0.252712, -0.006590, -0.001192, -0.132629, -0.027293, -19.973220, -19.628854, nan, nan, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000
0.254712, -0.006991, -0.001249, -0.133288, -0.028381, -19.973220, -20.317586, nan, nan, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000
0.256713, -0.007127, -0.001306, -0.135029, -0.028406, -19.628854, -20.661952, nan, nan, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000
0.258714, -0.007404, -0.001363, -0.137584, -0.028360, -19.973220, -19.628854, nan, nan, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000
0.260713, -0.007843, -0.001423, -0.143798, -0.029295, -19.973220, -20.317586, nan, nan, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000
0.262714, -0.007994, -0.001484, -0.149434, -0.030259, -19.973220, -19.973220, nan, nan, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000
0.264714, -0.008308, -0.001544, -0.155286, -0.030280, -19.973220, -19.628854, nan, nan, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000
0.266714, -0.008778, -0.001601, -0.156696, -0.029355, -19.973220, -20.661952, nan, nan, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000
0.268713, -0.009092, -0.001658, -0.155817, -0.028409, -19.973220, -19.284488, nan, nan, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000
0.270713, -0.009413, -0.001718, -0.158751, -0.029314, -19.628854, -19.973220, nan, nan, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000
0.272714, -0.009731, -0.001783, -0.160231, -0.031200, -20.317586, -19.973220, nan, nan, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000
0.274715, -0.009890, -0.001847, -0.159116, -0.032167, -19.973220, -19.973220, nan, nan, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000
0.276716, -0.010371, -0.001915, -0.159319, -0.032619, -19.973220, -19.973220, nan, nan, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000
0.278716, -0.010538, -0.001980, -0.162933, -0.032987, -20.317586, -20.317586, nan, nan, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000
0.280715, -0.011049, -0.002044, -0.168708, -0.032868, -19.628854, -19.973220, nan, nan, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000
0.282715, -0.011404, -0.002112, -0.174059, -0.033118, -19.973220, -19.973220, nan, nan, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000
0.284715, -0.011586, -0.002184, -0.178880, -0.034277, -19.628854, -20.317586, nan, nan, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000
0.286715, -0.012127, -0.002252, -0.180828, -0.035448, -20.317586, -19.973220, nan, nan, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000
0.288715, -0.012301, -0.002320, -0.177407, -0.034298, -20.317586, -19.284488, nan, nan, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000
0.290717, -0.012638, -0.002388, -0.170747, -0.033689, -19.628854, -19.973220, nan, nan, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000
0.292717, -0.013149, -0.002464, -0.169360, -0.035252, -19.628854, -19.973220, nan, nan, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000
0.294716, -0.013331, -0.002540, -0.174955, -0.038374, -19.973220, -19.973220, nan, nan, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000
0.296716, -0.013702, -0.002615, -0.184385, -0.037983, -19.973220, -20.317586, nan, nan, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000
0.298716, -0.014266, -0.002680, -0.187269, -0.034698, -19.973220, -20.317586, nan, nan, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000
0.300716, -0.014451, -0.002744, -0.186931, -0.032418, -19.973220, -19.973220, nan, nan, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000
0.302716, -0.014822, -0.002812, -0.185626, -0.033561, -19.973220, -19.628854, nan, nan, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000
0.304717, -0.015189, -0.002884, -0.183703, -0.035434, -19.973220, -19.973220, nan, nan, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000
0.306717, -0.015564, -0.002956, -0.186896, -0.035428, -19.973220, -19.973220, nan, nan, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000
0.308717, -0.016139, -0.003024, -0.191147, -0.035064, -20.317586, -19.973220, nan, nan, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000
0.310717, -0.016514, -0.003092, -0.190497, -0.034153, -19.973220, -19.628854, nan, nan, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000
0.312717, -0.016885, -0.003161, -0.186656, -0.033965, -20.317586, -19.973220, nan, nan, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000
0.314717, -0.017071, -0.003236, -0.186306, -0.035672, -19.284488, -19.973220, nan, nan, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000
0.316717, -0.017665, -0.003312, -0.193507, -0.037184, -19.628854, -20.317586, nan, nan, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000
0.318717, -0.017873, -0.003384, -0.201907, -0.037272, -19.973220, -19.628854, nan, nan, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000
0.320718, -0.018286, -0.003456, -0.205494, -0.036065, -20.317586, -19.628854, nan, nan, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000
0.322718, -0.018876, -0.003528, -0.199694, -0.036386, -19.628854, -19.973220, nan, nan, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000
0.324718, -0.019270, -0.003607, -0.196879, -0.037702, -19.628854, -19.973220, nan, nan, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000
0.326720, -0.019467, -0.003683, -0.198076, -0.038775, -19.628854, -20.317586, nan, nan, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000
0.328719, -0.019883, -0.003762, -0.204737, -0.038886, -19.973220, -19.973220, nan, nan, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000
0.330719, -0.020519, -0.003838, -0.211057, -0.038192, -20.317586, -19.973220, nan, nan, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000
0.332719, -0.020935, -0.003914, -0.209468, -0.037855, -19.973220, -19.973220, nan, nan, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000
0.334719, -0.021355, -0.003989, -0.208882, -0.037851, -19.973220, -20.317586, nan, nan, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000
0.336719, -0.021791, -0.004065, -0.213344, -0.038456, -19.973220, -19.973220, nan, nan, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000
0.338720, -0.022249, -0.004145, -0.222099, -0.039400, -19.973220, -19.973220, nan, nan, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000
0.340724, -0.022695, -0.004224, -0.226160, -0.039130, -19.284488, -19.973220, nan, nan, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000
0.342721, -0.022911, -0.004304, -0.220836, -0.039034, -20.661952, -19.628854, nan, nan, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000
0.344721, -0.023335, -0.004383, -0.213332, -0.039682, -19.973220, -19.628854, nan, nan, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000
0.346721, -0.023997, -0.004470, -0.217066, -0.042004, -19.628854, -20.317586, nan, nan, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000
0.348721, -0.024232, -0.004557, -0.227429, -0.043413, -19.628854, -19.973220, nan, nan, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000
0.350722, -0.024932, -0.004644, -0.234145, -0.043590, -20.317586, -19.628854, nan, nan, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000
0.352722, -0.025379, -0.004728, -0.228146, -0.043030, -19.973220, -20.661952, nan, nan, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000
0.354722, -0.025606, -0.004815, -0.225989, -0.042484, -19.628854, -20.317586, nan, nan, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000
0.356722, -0.026075, -0.004902, -0.234187, -0.043255, -19.973220, -19.973220, nan, nan, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000
0.358722, -0.026798, -0.005000, -0.240067, -0.046520, -20.317586, -19.973220, nan, nan, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000
0.360722, -0.027025, -0.005091, -0.234518, -0.047309, -19.973220, -19.973220, nan, nan, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000
0.362722, -0.027468, -0.005182, -0.225160, -0.045691, -19.628854, -20.317586, nan, nan, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000
0.364722, -0.027926, -0.005265, -0.227522, -0.043807, -19.628854, -21.006318, nan, nan, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000
0.366723, -0.028418, -0.005356, -0.241066, -0.043529, -19.628854, -19.973220, nan, nan, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000
0.368723, -0.029152, -0.005447, -0.246616, -0.045275, -19.628854, -19.973220, nan, nan, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000
0.370723, -0.029607, -0.005538, -0.235791, -0.045420, -20.317586, -19.628854, nan, nan, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000
0.372723, -0.030072, -0.005625, -0.229715, -0.044739, -19.284488, -19.973220, nan, nan, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000
0.374723, -0.030322, -0.005715, -0.237503, -0.044477, -19.628854, -19.973220, nan, nan, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000
