trial,csv_line,D_file,W_file,ID_fitts_bits,ID_shannon_bits,x_home_m,x_target_m,tolerance_m,x_start_m,D_effective_m,outcome,success,rt_kinematic_s,mt_first_entry_s,mt_final_entry_s,mt_first_entry_kin_s,mt_final_entry_kin_s,task_time_s,n_entries,peak_speed_x_mps,t_peak_speed_x_s,overshoot_m,endpoint_error_m,y_max_dev_m,sat_fraction,dt_mean_ms,dt_max_ms,samples,wall_clock,note
96,97,18.000000,1.333333,4.754888,3.857981,0.400000,0.220000,0.006667,0.400413,0.180413,success,1,0.005992,0.374021,0.374021,0.368029,0.368029,1.374077,1,0.798738,0.232013,0.000000,-0.000241,0.003170,0.1674,2.000,2.016,687,2026-09-11T19:09:07.646,
97,98,12.000000,0.888889,4.754887,3.857981,0.400000,0.280000,0.004444,0.400186,0.120186,success,1,0.005990,0.322014,0.322014,0.316024,0.316024,1.322095,1,0.631153,0.176002,0.000000,-0.000957,0.003166,0.1165,2.000,2.029,661,2026-09-11T19:09:11.426,
98,99,12.000000,2.000000,3.584963,2.807355,0.400000,0.280000,0.010000,0.400508,0.120508,success,1,0.007994,0.288010,0.288010,0.280016,0.280016,1.288069,1,0.636639,0.182004,0.000000,-0.001248,0.003170,0.1258,2.000,2.015,644,2026-09-11T19:09:14.550,
99,100,8.000000,0.888889,4.169925,3.321928,0.400000,0.320000,0.004444,0.400394,0.080394,success,1,0.008006,0.266057,0.266057,0.258051,0.258051,1.266216,1,0.482410,0.144026,0.000000,-0.000908,0.003166,0.0837,2.000,2.053,633,2026-09-11T19:09:17.679,
100,101,18.000000,1.333333,4.754888,3.857981,0.400000,0.220000,0.006667,0.400493,0.180493,success,1,0.007991,0.376027,0.376027,0.368036,0.368036,1.376099,1,0.804312,0.236020,0.000000,-0.000774,0.003170,0.1817,2.000,2.019,688,2026-09-11T19:09:20.351,
101,102,27.000000,1.333333,5.339850,4.409391,0.400000,0.130000,0.006667,0.400137,0.270137,success,1,0.007994,0.450017,0.450017,0.442023,0.442023,1.450119,1,0.987130,0.308009,0.000744,0.000457,0.003162,0.2662,2.000,2.025,725,2026-09-11T19:09:24.167,
102,103,12.000000,0.888889,4.754887,3.857981,0.400000,0.280000,0.004444,0.400182,0.120182,success,1,0.005988,0.322011,0.322011,0.316023,0.316023,1.322082,1,0.629684,0.176002,0.000000,-0.000983,0.003166,0.1165,2.000,2.010,661,2026-09-11T19:09:28.930,
103,104,27.000000,1.333333,5.339850,4.409391,0.400000,0.130000,0.006667,0.400171,0.270171,success,1,0.005989,0.450017,0.450017,0.444028,0.444028,1.450077,1,0.988537,0.306009,0.000998,0.000737,0.003166,0.2648,2.000,2.023,725,2026-09-11T19:09:32.048,
104,105,27.000000,2.000000,4.754888,3.857981,0.400000,0.130000,0.010000,0.400205,0.270205,success,1,0.005989,0.438014,0.438014,0.432025,0.432025,1.438074,1,0.988232,0.304007,0.001028,0.000809,0.003166,0.2656,2.000,2.028,719,2026-09-11T19:09:36.814,
105,106,20.250000,1.000000,5.339850,4.409391,0.400000,0.197500,0.005000,0.400648,0.203148,success,1,0.007992,0.402012,0.402012,0.394020,0.394020,1.402080,1,0.866627,0.256004,0.000287,0.000083,0.003162,0.2052,2.012,5.081,697,2026-09-11T19:09:41.570,
106,107,12.000000,1.333333,4.169925,3.321928,0.400000,0.280000,0.006667,0.399717,0.119717,success,1,0.007995,0.308007,0.308007,0.300012,0.300012,1.308065,1,0.634430,0.177999,0.000000,-0.001176,0.003162,0.1239,2.000,2.008,654,2026-09-11T19:09:45.609,
107,108,8.000000,0.888889,4.169925,3.321928,0.400000,0.320000,0.004444,0.399819,0.079819,success,1,0.007995,0.268006,0.268006,0.260011,0.260011,1.268064,1,0.475580,0.142000,0.000000,-0.000882,0.003158,0.0852,2.000,2.019,634,2026-09-11T19:09:48.761,
108,109,8.000000,1.333333,3.584963,2.807355,0.400000,0.320000,0.006667,0.400489,0.080489,success,1,0.007994,0.248004,0.248004,0.240010,0.240010,1.248059,1,0.480532,0.145998,0.000000,-0.000969,0.003166,0.0849,2.000,2.012,624,2026-09-11T19:09:51.443,
109,110,27.000000,2.000000,4.754888,3.857981,0.400000,0.130000,0.010000,0.400629,0.270629,success,1,0.005993,0.440015,0.440015,0.434022,0.434022,1.440105,1,0.986865,0.306009,0.000790,0.000457,0.003162,0.2625,2.000,2.011,720,2026-09-11T19:09:54.107,
110,111,15.000000,2.500000,3.584963,2.807355,0.400000,0.250000,0.012500,0.400500,0.150500,success,1,0.005987,0.314061,0.314061,0.308074,0.308074,1.314123,1,0.728610,0.214055,0.000349,0.000107,0.003166,0.1431,2.000,2.051,657,2026-09-11T19:09:58.862,
111,112,12.000000,1.333333,4.169925,3.321928,0.400000,0.280000,0.006667,0.400504,0.120504,success,1,0.005989,0.306010,0.306010,0.300021,0.300021,1.306085,1,0.632306,0.174003,0.000000,-0.000998,0.003166,0.1179,2.000,2.020,653,2026-09-11T19:10:02.266,
112,113,27.000000,0.888889,5.924812,4.971543,0.400000,0.130000,0.004444,0.400568,0.270568,success,1,0.005990,0.460035,0.460035,0.454045,0.454045,1.460118,1,0.991635,0.306010,0.000873,0.000646,0.003162,0.2630,2.000,2.029,730,2026-09-11T19:10:05.352,
113,114,12.000000,1.333333,4.169925,3.321928,0.400000,0.280000,0.006667,0.400769,0.120769,success,1,0.007998,0.306008,0.306008,0.298010,0.298010,1.306151,1,0.635864,0.182001,0.000000,-0.001385,0.003162,0.1256,2.000,2.025,653,2026-09-11T19:10:10.132,
114,115,30.375000,1.000000,5.924813,4.971544,0.400000,0.096250,0.005000,0.400701,0.304451,success,1,0.007992,0.476031,0.476031,0.468039,0.468039,1.476136,1,1.052950,0.344022,0.003164,0.002199,0.003158,0.2967,2.000,2.015,738,2026-09-11T19:10:13.213,
115,116,18.000000,2.000000,4.169925,3.321928,0.400000,0.220000,0.010000,0.400617,0.180617,success,1,0.007994,0.356048,0.356048,0.348054,0.348054,1.356134,1,0.804302,0.234028,0.000000,-0.000226,0.003162,0.1755,2.000,2.022,678,2026-09-11T19:10:18.369,
116,117,12.000000,0.888889,4.754887,3.857981,0.400000,0.280000,0.004444,0.400182,0.120182,success,1,0.005989,0.322011,0.322011,0.316022,0.316022,1.322092,1,0.630834,0.174002,0.000000,-0.000980,0.003162,0.1180,2.000,2.025,661,2026-09-11T19:10:22.132,
117,118,18.000000,0.888889,5.339850,4.409391,0.400000,0.220000,0.004444,0.400182,0.180182,success,1,0.005992,0.392012,0.392012,0.386020,0.386020,1.392097,1,0.800852,0.234004,0.000000,-0.000260,0.003162,0.1652,2.000,2.016,696,2026-09-11T19:10:25.252,
118,119,27.000000,2.000000,4.754888,3.857981,0.400000,0.130000,0.010000,0.400387,0.270387,success,1,0.005990,0.437493,0.437493,0.431503,0.431503,1.437589,1,0.991499,0.303483,0.000846,0.000513,0.003162,0.2622,2.005,4.385,717,2026-09-11T19:10:29.030,
119,120,20.250000,1.000000,5.339850,4.409391,0.400000,0.197500,0.005000,0.400341,0.202841,success,1,0.005988,0.406035,0.406035,0.400047,0.400047,1.406163,1,0.859703,0.254015,0.000000,-0.000227,0.003162,0.1949,2.000,2.031,703,2026-09-11T19:10:33.756,
120,121,18.000000,2.000000,4.169925,3.321928,0.400000,0.220000,0.010000,0.400587,0.180587,success,1,0.007992,0.358024,0.358024,0.350032,0.350032,1.358148,1,0.807107,0.236017,0.000000,-0.000725,0.003158,0.1841,2.000,2.025,679,2026-09-11T19:10:37.798,
121,122,8.000000,0.888889,4.169925,3.321928,0.400000,0.320000,0.004444,0.400318,0.080318,success,1,0.007992,0.266003,0.266003,0.258011,0.258011,1.266062,1,0.479396,0.127995,0.000000,-0.000530,0.003158,0.0837,2.000,2.014,633,2026-09-11T19:10:41.569,
122,123,18.000000,2.000000,4.169925,3.321928,0.400000,0.220000,0.010000,0.400920,0.180920,success,1,0.007991,0.358009,0.358009,0.350018,0.350018,1.358085,1,0.808682,0.236003,0.000000,-0.000703,0.003158,0.1826,2.000,2.015,679,2026-09-11T19:10:44.247,
123,124,30.375000,1.000000,5.924813,4.971544,0.400000,0.096250,0.005000,0.400228,0.303978,success,1,0.005989,0.480042,0.480042,0.474053,0.474053,1.480127,1,1.045939,0.336033,0.002366,0.001779,0.003155,0.2919,2.000,2.019,740,2026-09-11T19:10:47.983,
124,125,27.000000,0.888889,5.924812,4.971543,0.400000,0.130000,0.004444,0.400364,0.270364,success,1,0.005990,0.460028,0.460028,0.454038,0.454038,1.460121,1,0.989618,0.304019,0.000858,0.000616,0.003162,0.2616,2.000,2.017,730,2026-09-11T19:10:53.128,
125,126,18.000000,1.333333,4.754888,3.857981,0.400000,0.220000,0.006667,0.400633,0.180633,success,1,0.005990,0.374021,0.374021,0.368031,0.368031,1.374077,1,0.803230,0.234013,0.000000,-0.000222,0.003158,0.1718,2.000,2.038,687,2026-09-11T19:10:57.886,
126,127,15.187500,0.500000,5.924813,4.971544,0.400000,0.248125,0.002500,0.399614,0.151489,success,1,0.007994,0.384022,0.384022,0.376028,0.376028,1.384218,1,0.737677,0.214012,0.000000,-0.000367,0.003155,0.1474,2.000,2.062,692,2026-09-11T19:11:01.712,
127,128,12.000000,2.000000,3.584963,2.807355,0.400000,0.280000,0.010000,0.400209,0.120209,success,1,0.007993,0.288006,0.288006,0.280013,0.280013,1.288071,1,0.636706,0.178000,0.000000,-0.001252,0.003155,0.1242,2.000,2.007,644,2026-09-11T19:11:05.219,
128,129,18.000000,0.888889,5.339850,4.409391,0.400000,0.220000,0.004444,0.400553,0.180553,success,1,0.007991,0.386037,0.386037,0.378046,0.378046,1.386092,1,0.805448,0.236018,0.000000,-0.000706,0.003158,0.1804,2.000,2.016,693,2026-09-11T19:11:08.311,
129,130,8.000000,1.333333,3.584963,2.807355,0.400000,0.320000,0.006667,0.400636,0.080636,success,1,0.005990,0.246005,0.246005,0.240015,0.240015,1.246211,1,0.483053,0.125999,0.000000,-0.000072,0.003158,0.0835,2.000,2.075,623,2026-09-11T19:11:12.081,
130,131,27.000000,1.333333,5.339850,4.409391,0.400000,0.130000,0.006667,0.400190,0.270190,success,1,0.005990,0.450034,0.450034,0.444044,0.444044,1.451764,1,0.985999,0.306026,0.000888,0.000638,0.003158,0.2652,2.005,4.230,724,2026-09-11T19:11:14.738,
131,132,8.000000,1.333333,3.584963,2.807355,0.400000,0.320000,0.006667,0.400561,0.080561,success,1,0.006003,0.246016,0.246016,0.240013,0.240013,1.246071,1,0.478471,0.124009,0.000000,-0.000026,0.003162,0.0835,2.000,2.014,623,2026-09-11T19:11:19.500,
132,133,12.000000,2.000000,3.584963,2.807355,0.400000,0.280000,0.010000,0.400440,0.120440,success,1,0.005991,0.288006,0.288006,0.282015,0.282015,1.288075,1,0.632498,0.178000,0.000000,-0.000964,0.003158,0.1196,2.000,2.015,644,2026-09-11T19:11:22.152,
133,134,30.375000,1.000000,5.924813,4.971544,0.400000,0.096250,0.005000,0.400451,0.304201,success,1,0.007995,0.476018,0.476018,0.468023,0.468023,1.476083,1,1.049235,0.342010,0.003414,0.002559,0.003162,0.2995,2.000,2.035,738,2026-09-11T19:11:25.240,
134,135,15.187500,0.500000,5.924813,4.971544,0.400000,0.248125,0.002500,0.400519,0.152394,success,1,0.007992,0.380028,0.380028,0.372036,0.372036,1.380084,1,0.738861,0.216019,0.000000,-0.000439,0.003155,0.1478,2.000,2.035,690,2026-09-11T19:11:30.385,
135,136,15.000000,2.500000,3.584963,2.807355,0.400000,0.250000,0.012500,0.399735,0.149735,success,1,0.008006,0.314036,0.314036,0.306030,0.306030,1.314091,1,0.732132,0.214031,0.000000,-0.000919,0.003155,0.1537,2.000,2.016,657,2026-09-11T19:11:33.929,
136,137,27.000000,2.000000,4.754888,3.857981,0.400000,0.130000,0.010000,0.400390,0.270390,success,1,0.005990,0.436021,0.436021,0.430031,0.430031,1.436099,1,0.989762,0.306014,0.000797,0.000491,0.003155,0.2660,2.000,2.011,718,2026-09-11T19:11:37.343,
137,138,30.375000,1.000000,5.924813,4.971544,0.400000,0.096250,0.005000,0.400515,0.304265,success,1,0.005989,0.476018,0.476018,0.470029,0.470029,1.476100,1,1.049517,0.336011,0.002869,0.001998,0.003158,0.2954,2.000,2.032,738,2026-09-11T19:11:42.092,
138,139,8.000000,1.333333,3.584963,2.807355,0.400000,0.320000,0.006667,0.400193,0.080193,success,1,0.007993,0.248004,0.248004,0.240011,0.240011,1.248075,1,0.472108,0.141998,0.000243,0.000182,0.003158,0.0849,2.000,2.030,624,2026-09-11T19:11:47.234,
139,140,18.000000,1.333333,4.754888,3.857981,0.400000,0.220000,0.006667,0.400572,0.180572,success,1,0.007994,0.374013,0.374013,0.366019,0.366019,1.374271,1,0.804998,0.236004,0.000000,-0.000578,0.003158,0.1820,2.000,2.187,687,2026-09-11T19:11:49.902,
140,141,15.000000,2.500000,3.584963,2.807355,0.400000,0.250000,0.012500,0.399584,0.149584,success,1,0.007993,0.314011,0.314011,0.306018,0.306018,1.314108,1,0.732425,0.214004,0.000000,-0.000661,0.003155,0.1522,2.000,2.032,657,2026-09-11T19:11:53.713,
141,142,20.250000,1.000000,5.339850,4.409391,0.400000,0.197500,0.005000,0.400610,0.203110,success,1,0.007993,0.402012,0.402012,0.394019,0.394019,1.402138,1,0.869220,0.256004,0.000348,0.000098,0.003155,0.2026,2.000,2.035,701,2026-09-11T19:11:57.145,
142,143,8.000000,0.888889,4.169925,3.321928,0.400000,0.320000,0.004444,0.400493,0.080493,success,1,0.005989,0.264057,0.264057,0.258068,0.258068,1.264157,1,0.478468,0.124050,0.000042,0.000023,0.003155,0.0823,2.000,2.040,632,2026-09-11T19:12:01.158,
143,144,18.000000,1.333333,4.754888,3.857981,0.400000,0.220000,0.006667,0.400837,0.180837,success,1,0.007995,0.374018,0.374018,0.366023,0.366023,1.374116,1,0.810338,0.238008,0.000000,-0.000695,0.003155,0.1849,2.000,2.019,687,2026-09-11T19:12:03.837,
144,145,18.000000,2.000000,4.169925,3.321928,0.400000,0.220000,0.010000,0.399637,0.179637,success,1,0.007992,0.358010,0.358010,0.350018,0.350018,1.358095,1,0.801271,0.232003,0.000000,-0.000699,0.003151,0.1856,2.000,2.013,679,2026-09-11T19:12:07.651,
145,146,8.000000,1.333333,3.584963,2.807355,0.400000,0.320000,0.006667,0.400413,0.080413,success,1,0.005991,0.248021,0.248021,0.242030,0.242030,1.248114,1,0.476990,0.125997,0.000000,-0.000079,0.003155,0.0833,2.000,2.015,624,2026-09-11T19:12:11.407,
146,147,12.000000,0.888889,4.754887,3.857981,0.400000,0.280000,0.004444,0.400231,0.120231,success,1,0.005998,0.324049,0.324049,0.318051,0.318051,1.324117,1,0.633468,0.176022,0.000000,-0.000908,0.003155,0.1163,2.000,2.038,662,2026-09-11T19:12:14.064,
147,148,12.000000,2.000000,3.584963,2.807355,0.400000,0.280000,0.010000,0.400205,0.120205,success,1,0.005991,0.288015,0.288015,0.282024,0.282024,1.288098,1,0.633504,0.174009,0.000000,-0.001025,0.003155,0.1196,2.000,2.012,644,2026-09-11T19:12:17.188,
148,149,8.000000,1.333333,3.584963,2.807355,0.400000,0.320000,0.006667,0.400193,0.080193,success,1,0.007978,0.247989,0.247989,0.240011,0.240011,1.248057,1,0.480529,0.141983,0.000000,-0.000666,0.003158,0.0849,2.000,2.016,624,2026-09-11T19:12:20.274,
149,150,8.000000,0.888889,4.169925,3.321928,0.400000,0.320000,0.004444,0.400557,0.080557,success,1,0.007987,0.264023,0.264023,0.256036,0.256036,1.264090,1,0.483710,0.128015,0.000000,-0.000643,0.003155,0.0839,2.000,2.026,632,2026-09-11T19:12:22.914,
150,151,27.000000,0.888889,5.924812,4.971543,0.400000,0.130000,0.004444,0.400769,0.270769,success,1,0.007994,0.460038,0.460038,0.452044,0.452044,1.460093,1,0.988516,0.308030,0.001021,0.000737,0.003155,0.2644,2.000,2.016,730,2026-09-11T19:12:25.575,
151,152,15.187500,0.500000,5.924813,4.971544,0.400000,0.248125,0.002500,0.399611,0.151486,success,1,0.007993,0.382013,0.382013,0.374020,0.374020,1.382114,1,0.734211,0.214000,0.000000,-0.000428,0.003147,0.1476,2.000,2.017,691,2026-09-11T19:12:30.413,
152,153,27.000000,1.333333,5.339850,4.409391,0.400000,0.130000,0.006667,0.400561,0.270561,success,1,0.005990,0.448016,0.448016,0.442026,0.442026,1.448149,1,0.995177,0.306007,0.000786,0.000494,0.003155,0.2610,2.000,2.019,724,2026-09-11T19:12:33.919,
153,154,15.000000,2.500000,3.584963,2.807355,0.400000,0.250000,0.012500,0.400201,0.150201,success,1,0.005990,0.314012,0.314012,0.308022,0.308022,1.314132,1,0.725908,0.214002,0.000266,0.000084,0.003155,0.1461,2.000,2.041,657,2026-09-11T19:12:38.680,
154,155,12.000000,2.000000,3.584963,2.807355,0.400000,0.280000,0.010000,0.400477,0.120477,success,1,0.005996,0.286022,0.286022,0.280026,0.280026,1.286126,1,0.635003,0.180016,0.000000,-0.001040,0.003155,0.1213,2.000,2.016,643,2026-09-11T19:12:42.084,
155,156,20.250000,1.000000,5.339850,4.409391,0.400000,0.197500,0.005000,0.400156,0.202656,success,1,0.007993,0.404012,0.404012,0.396019,0.396019,1.404132,1,0.862195,0.254004,0.000000,-0.000345,0.003155,0.1994,2.000,2.029,702,2026-09-11T19:12:45.186,
156,157,15.187500,0.500000,5.924813,4.971544,0.400000,0.248125,0.002500,0.400773,0.152648,success,1,0.005991,0.378060,0.378060,0.372069,0.372069,1.378157,1,0.735875,0.214050,0.000530,0.000246,0.003155,0.1393,2.000,2.033,689,2026-09-11T19:12:49.208,
157,158,18.000000,0.888889,5.339850,4.409391,0.400000,0.220000,0.004444,0.400436,0.180436,success,1,0.005990,0.388013,0.388013,0.382023,0.382023,1.388079,1,0.808886,0.234003,0.000000,-0.000263,0.003158,0.1715,2.000,2.019,694,2026-09-11T19:12:52.698,
158,159,12.000000,1.333333,4.169925,3.321928,0.400000,0.280000,0.006667,0.400375,0.120375,success,1,0.005991,0.304026,0.304026,0.298035,0.298035,1.304083,1,0.635470,0.174019,0.000000,-0.000858,0.003158,0.1181,2.000,2.025,652,2026-09-11T19:12:56.488,
159,160,18.000000,2.000000,4.169925,3.321928,0.400000,0.220000,0.010000,0.399694,0.179694,success,1,0.007991,0.358007,0.358007,0.350016,0.350016,1.358136,1,0.801444,0.236000,0.000000,-0.000665,0.003151,0.1856,2.000,2.024,679,2026-09-11T19:12:59.638,
160,161,12.000000,0.888889,4.754887,3.857981,0.400000,0.280000,0.004444,0.400394,0.120394,success,1,0.007994,0.320008,0.320008,0.312014,0.312014,1.320063,1,0.637260,0.180000,0.000000,-0.001305,0.003151,0.1242,2.000,2.027,660,2026-09-11T19:13:03.409,
161,162,15.187500,0.500000,5.924813,4.971544,0.400000,0.248125,0.002500,0.400833,0.152708,success,1,0.007995,0.386012,0.386012,0.378017,0.378017,1.386108,1,0.743747,0.218003,0.000000,-0.000337,0.003151,0.1443,2.000,2.028,693,2026-09-11T19:13:06.535,
162,163,27.000000,2.000000,4.754888,3.857981,0.400000,0.130000,0.010000,0.399698,0.269698,success,1,0.005989,0.436014,0.436014,0.430025,0.430025,1.436138,1,0.987656,0.304006,0.000964,0.000752,0.003151,0.2646,2.000,2.034,718,2026-09-11T19:13:10.075,
163,164,27.000000,0.888889,5.924812,4.971543,0.400000,0.130000,0.004444,0.400171,0.270171,success,1,0.005990,0.458018,0.458018,0.452028,0.452028,1.458090,1,0.991102,0.304006,0.001058,0.000801,0.003155,0.2634,2.000,2.026,729,2026-09-11T19:13:14.830,
164,165,27.000000,1.333333,5.339850,4.409391,0.400000,0.130000,0.006667,0.400171,0.270171,success,1,0.005991,0.446086,0.446086,0.440095,0.440095,1.446143,1,0.990712,0.304078,0.001021,0.000759,0.003151,0.2642,2.000,2.038,723,2026-09-11T19:13:19.600,
165,166,18.000000,0.888889,5.339850,4.409391,0.400000,0.220000,0.004444,0.399872,0.179872,success,1,0.007992,0.386011,0.386011,0.378019,0.378019,1.386081,1,0.803073,0.236003,0.000000,-0.000604,0.003147,0.1833,2.000,2.038,693,2026-09-11T19:13:24.400,
166,167,27.000000,1.333333,5.339850,4.409391,0.400000,0.130000,0.006667,0.400292,0.270292,success,1,0.007995,0.446057,0.446057,0.438062,0.438062,1.446824,1,0.991915,0.312008,0.001592,0.001221,0.003151,0.2729,2.004,3.587,722,2026-09-11T19:13:28.195,
167,168,12.000000,2.000000,3.584963,2.807355,0.400000,0.280000,0.010000,0.400561,0.120561,success,1,0.005991,0.286008,0.286008,0.280017,0.280017,1.286116,1,0.632101,0.174001,0.000000,-0.000817,0.003155,0.1198,2.000,2.019,643,2026-09-11T19:13:32.964,
168,169,30.375000,1.000000,5.924813,4.971544,0.400000,0.096250,0.005000,0.400352,0.304102,success,1,0.005990,0.475459,0.475459,0.469469,0.469469,1.475529,1,1.052222,0.337432,0.003043,0.002191,0.003151,0.2925,2.008,4.578,735,2026-09-11T19:13:36.050,
169,170,8.000000,0.888889,4.169925,3.321928,0.400000,0.320000,0.004444,0.400421,0.080421,success,1,0.005989,0.264006,0.264006,0.258017,0.258017,1.264082,1,0.475010,0.123997,0.000012,-0.000007,0.003155,0.0823,2.000,2.032,632,2026-09-11T19:13:41.194,
170,171,18.000000,0.888889,5.339850,4.409391,0.400000,0.220000,0.004444,0.400655,0.180655,success,1,0.007975,0.388000,0.388000,0.380025,0.380025,1.388106,1,0.807944,0.235990,0.000000,-0.000585,0.003155,0.1816,2.000,2.033,694,2026-09-11T19:13:43.852,
171,172,27.000000,2.000000,4.754888,3.857981,0.400000,0.130000,0.010000,0.400852,0.270852,success,1,0.007992,0.436039,0.436039,0.428047,0.428047,1.436154,1,0.990498,0.310030,0.001176,0.000918,0.003147,0.2688,2.000,2.068,718,2026-09-11T19:13:49.163,
172,173,27.000000,0.888889,5.924812,4.971543,0.400000,0.130000,0.004444,0.399758,0.269758,success,1,0.005990,0.460019,0.460019,0.454029,0.454029,1.460122,1,0.990068,0.306008,0.000858,0.000574,0.003147,0.2630,2.000,2.017,730,2026-09-11T19:13:53.919,
173,174,12.000000,1.333333,4.169925,3.321928,0.400000,0.280000,0.006667,0.400178,0.120178,success,1,0.005991,0.306026,0.306026,0.300035,0.300035,1.306109,1,0.632822,0.174019,0.000000,-0.000998,0.003151,0.1179,2.000,2.036,653,2026-09-11T19:13:58.696,
174,175,20.250000,1.000000,5.339850,4.409391,0.400000,0.197500,0.005000,0.400610,0.203110,success,1,0.005990,0.404036,0.404036,0.398046,0.398046,1.404116,1,0.867263,0.252026,0.000000,-0.000189,0.003151,0.1937,2.000,2.020,702,2026-09-11T19:14:01.782,
175,176,12.000000,1.333333,4.169925,3.321928,0.400000,0.280000,0.006667,0.399770,0.119770,success,1,0.007993,0.306007,0.306007,0.298014,0.298014,1.306127,1,0.635115,0.178000,0.000000,-0.001191,0.003147,0.1240,2.000,2.018,653,2026-09-11T19:14:05.862,
176,177,15.000000,2.500000,3.584963,2.807355,0.400000,0.250000,0.012500,0.400137,0.150137,success,1,0.007993,0.314009,0.314009,0.306016,0.306016,1.314066,1,0.731411,0.216003,0.000000,-0.000457,0.003147,0.1522,2.000,2.037,657,2026-09-11T19:14:09.007,
177,178,18.000000,1.333333,4.754888,3.857981,0.400000,0.220000,0.006667,0.400901,0.180901,success,1,0.007995,0.374011,0.374011,0.366016,0.366016,1.374089,1,0.809909,0.236003,0.000000,-0.000778,0.003147,0.1820,2.000,2.013,687,2026-09-11T19:14:12.431,
178,179,12.000000,0.888889,4.754887,3.857981,0.400000,0.280000,0.004444,0.399656,0.119656,success,1,0.007991,0.322024,0.322024,0.314033,0.314033,1.322081,1,0.634079,0.178016,0.000000,-0.001173,0.003147,0.1210,2.000,2.016,661,2026-09-11T19:14:16.267,
179,180,30.375000,1.000000,5.924813,4.971544,0.400000,0.096250,0.005000,0.400470,0.304220,success,1,0.005991,0.476017,0.476017,0.470026,0.470026,1.476090,1,1.050314,0.336009,0.002805,0.001972,0.003151,0.2940,2.000,2.019,738,2026-09-11T19:14:19.383,
180,181,18.000000,2.000000,4.169925,3.321928,0.400000,0.220000,0.010000,0.400394,0.180394,success,1,0.007992,0.356012,0.356012,0.348020,0.348020,1.356080,1,0.809049,0.236005,0.000000,-0.000650,0.003151,0.1844,2.000,2.047,678,2026-09-11T19:14:24.527,
