trial,csv_line,D_file,W_file,ID_fitts_bits,ID_shannon_bits,x_home_m,x_target_m,tolerance_m,x_start_m,D_effective_m,outcome,success,rt_kinematic_s,mt_first_entry_s,mt_final_entry_s,mt_first_entry_kin_s,mt_final_entry_kin_s,task_time_s,n_entries,peak_speed_x_mps,t_peak_speed_x_s,overshoot_m,endpoint_error_m,y_max_dev_m,sat_fraction,dt_mean_ms,dt_max_ms,samples,wall_clock,note
27,28,18.000000,1.333333,4.754888,3.857981,0.400000,0.220000,0.006667,0.400212,0.180212,success,1,0.005990,0.378012,0.378012,0.372022,0.372022,1.378081,1,0.793186,0.234004,0.000000,-0.000260,0.003253,0.1669,2.000,2.033,689,2026-09-11T19:04:45.889,
28,29,12.000000,0.888889,4.754887,3.857981,0.400000,0.280000,0.004444,0.400182,0.120182,success,1,0.005989,0.324009,0.324009,0.318020,0.318020,1.324067,1,0.628353,0.174000,0.000000,-0.001014,0.003253,0.1178,2.000,2.021,662,2026-09-11T19:04:49.670,
29,30,20.250000,1.000000,5.339850,4.409391,0.400000,0.197500,0.005000,0.400205,0.202705,success,1,0.005991,0.410030,0.410030,0.404039,0.404039,1.410102,1,0.846603,0.252023,0.000000,-0.000341,0.003253,0.1929,2.000,2.048,705,2026-09-11T19:04:52.792,
30,31,12.000000,0.888889,4.754887,3.857981,0.400000,0.280000,0.004444,0.400443,0.120443,success,1,0.007994,0.326007,0.326007,0.318013,0.318013,1.326091,1,0.631624,0.179999,0.000000,-0.001328,0.003253,0.1192,2.000,2.020,663,2026-09-11T19:04:56.812,
31,32,18.000000,2.000000,4.169925,3.321928,0.400000,0.220000,0.010000,0.399887,0.179887,success,1,0.007994,0.362012,0.362012,0.354018,0.354018,1.362219,1,0.794319,0.236005,0.000000,-0.000782,0.003245,0.1856,2.006,4.049,679,2026-09-11T19:04:59.938,
32,33,18.000000,1.333333,4.754888,3.857981,0.400000,0.220000,0.006667,0.400882,0.180882,success,1,0.007990,0.376014,0.376014,0.368024,0.368024,1.376104,1,0.801483,0.236006,0.000000,-0.000703,0.003242,0.1846,2.000,2.028,688,2026-09-11T19:05:03.787,
33,34,12.000000,1.333333,4.169925,3.321928,0.400000,0.280000,0.006667,0.399826,0.119826,success,1,0.007995,0.310007,0.310007,0.302012,0.302012,1.310093,1,0.630565,0.178000,0.000000,-0.001157,0.003234,0.1252,2.000,2.017,655,2026-09-11T19:05:07.579,
34,35,18.000000,2.000000,4.169925,3.321928,0.400000,0.220000,0.010000,0.400508,0.180508,success,1,0.005985,0.360010,0.360010,0.354025,0.354025,1.360098,1,0.794937,0.232003,0.000000,-0.000252,0.003234,0.1721,2.000,2.049,680,2026-09-11T19:05:10.685,
35,36,12.000000,1.333333,4.169925,3.321928,0.400000,0.280000,0.006667,0.400178,0.120178,success,1,0.005990,0.308023,0.308023,0.302033,0.302033,1.308090,1,0.628086,0.174002,0.000000,-0.001354,0.003234,0.1193,2.000,2.025,654,2026-09-11T19:05:14.450,
36,37,27.000000,2.000000,4.754888,3.857981,0.400000,0.130000,0.010000,0.400383,0.270383,success,1,0.005989,0.442030,0.442030,0.436041,0.436041,1.442139,1,0.978092,0.306008,0.000744,0.000400,0.003238,0.2607,2.000,2.018,721,2026-09-11T19:05:17.550,
37,38,27.000000,0.888889,5.924812,4.971543,0.400000,0.130000,0.004444,0.400591,0.270591,success,1,0.007989,0.462058,0.462058,0.454069,0.454069,1.462185,1,0.983135,0.308012,0.001028,0.000718,0.003234,0.2654,2.000,2.024,731,2026-09-11T19:05:22.317,
38,39,18.000000,0.888889,5.339850,4.409391,0.400000,0.220000,0.004444,0.399823,0.179823,success,1,0.007993,0.390014,0.390014,0.382021,0.382021,1.390095,1,0.793542,0.248008,0.000000,-0.000627,0.003227,0.1842,2.000,2.047,695,2026-09-11T19:05:27.107,
39,40,15.000000,2.500000,3.584963,2.807355,0.400000,0.250000,0.012500,0.400178,0.150178,success,1,0.005990,0.316037,0.316037,0.310047,0.310047,1.316153,1,0.723439,0.214020,0.000357,0.000130,0.003227,0.1459,2.000,2.025,658,2026-09-11T19:05:30.901,
40,41,18.000000,0.888889,5.339850,4.409391,0.400000,0.220000,0.004444,0.400440,0.180440,success,1,0.005991,0.392046,0.392046,0.386055,0.386055,1.392120,1,0.796091,0.230037,0.000000,-0.000248,0.003227,0.1681,2.000,2.032,696,2026-09-11T19:05:34.324,
41,42,20.250000,1.000000,5.339850,4.409391,0.400000,0.197500,0.005000,0.400163,0.202663,success,1,0.005990,0.410019,0.410019,0.404029,0.404029,1.410097,1,0.851349,0.254010,0.000000,-0.000367,0.003227,0.1929,2.000,2.038,705,2026-09-11T19:05:38.124,
42,43,15.187500,0.500000,5.924813,4.971544,0.400000,0.248125,0.002500,0.400704,0.152579,success,1,0.007999,0.384012,0.384012,0.376013,0.376013,1.384265,1,0.736176,0.218002,0.000000,-0.000776,0.003223,0.1445,2.000,2.020,692,2026-09-11T19:05:42.168,
43,44,27.000000,0.888889,5.924812,4.971543,0.400000,0.130000,0.004444,0.400163,0.270163,success,1,0.007992,0.462015,0.462015,0.454023,0.454023,1.462097,1,0.984121,0.308007,0.000801,0.000457,0.003223,0.2668,2.000,2.021,731,2026-09-11T19:05:45.683,
44,45,12.000000,2.000000,3.584963,2.807355,0.400000,0.280000,0.010000,0.400610,0.120610,success,1,0.005989,0.288005,0.288005,0.282016,0.282016,1.288125,1,0.628631,0.176000,0.000000,-0.000980,0.003219,0.1211,2.000,2.026,644,2026-09-11T19:05:50.440,
45,46,30.375000,1.000000,5.924813,4.971544,0.400000,0.096250,0.005000,0.400485,0.304235,success,1,0.005988,0.480034,0.480034,0.474046,0.474046,1.480107,1,1.042249,0.342022,0.002396,0.001756,0.003219,0.2919,2.000,2.029,740,2026-09-11T19:05:53.528,
46,47,27.000000,0.888889,5.924812,4.971543,0.400000,0.130000,0.004444,0.400742,0.270742,success,1,0.007993,0.458015,0.458015,0.450022,0.450022,1.458357,1,0.985722,0.308007,0.001096,0.000816,0.003211,0.2647,2.001,2.149,729,2026-09-11T19:05:58.658,
47,48,12.000000,0.888889,4.754887,3.857981,0.400000,0.280000,0.004444,0.400651,0.120651,success,1,0.007991,0.322026,0.322026,0.314035,0.314035,1.322155,1,0.634096,0.181999,0.000000,-0.001237,0.003208,0.1210,2.000,2.020,661,2026-09-11T19:06:03.421,
48,49,8.000000,0.888889,4.169925,3.321928,0.400000,0.320000,0.004444,0.400629,0.080629,success,1,0.005989,0.264008,0.264008,0.258019,0.258019,1.264185,1,0.480468,0.125998,0.000000,-0.000143,0.003211,0.0823,2.000,2.021,632,2026-09-11T19:06:06.519,
49,50,18.000000,2.000000,4.169925,3.321928,0.400000,0.220000,0.010000,0.400190,0.180190,success,1,0.005991,0.360060,0.360060,0.354069,0.354069,1.360124,1,0.795050,0.230053,0.000005,-0.000248,0.003211,0.1735,2.000,2.021,680,2026-09-11T19:06:09.192,
50,51,27.000000,2.000000,4.754888,3.857981,0.400000,0.130000,0.010000,0.400228,0.270228,success,1,0.005990,0.440018,0.440018,0.434028,0.434028,1.440086,1,0.984090,0.306010,0.000793,0.000476,0.003211,0.2625,2.000,2.019,720,2026-09-11T19:06:12.960,
51,52,18.000000,2.000000,4.169925,3.321928,0.400000,0.220000,0.010000,0.399751,0.179751,success,1,0.007992,0.360010,0.360010,0.352018,0.352018,1.360090,1,0.796463,0.232003,0.000000,-0.000725,0.003208,0.1882,2.000,2.017,680,2026-09-11T19:06:17.756,
52,53,12.000000,1.333333,4.169925,3.321928,0.400000,0.280000,0.006667,0.400549,0.120549,success,1,0.007996,0.308021,0.308021,0.300025,0.300025,1.308122,1,0.633715,0.182012,0.000000,-0.001343,0.003204,0.1223,2.000,2.036,654,2026-09-11T19:06:21.533,
53,54,8.000000,1.333333,3.584963,2.807355,0.400000,0.320000,0.006667,0.399876,0.079876,success,1,0.005975,0.247987,0.247987,0.242012,0.242012,1.248043,1,0.470290,0.139980,0.000000,-0.000196,0.003204,0.0849,2.000,2.014,624,2026-09-11T19:06:24.647,
54,55,27.000000,0.888889,5.924812,4.971543,0.400000,0.130000,0.004444,0.400390,0.270390,success,1,0.005985,0.466019,0.466019,0.460034,0.460034,1.466148,1,0.980941,0.306006,0.000699,0.000328,0.003208,0.2551,2.000,2.018,733,2026-09-11T19:06:27.301,
55,56,18.000000,0.888889,5.339850,4.409391,0.400000,0.220000,0.004444,0.400193,0.180193,success,1,0.005990,0.392022,0.392022,0.386032,0.386032,1.392092,1,0.796097,0.230013,0.000000,-0.000237,0.003204,0.1638,2.000,2.029,696,2026-09-11T19:06:32.078,
56,57,30.375000,1.000000,5.924813,4.971544,0.400000,0.096250,0.005000,0.400663,0.304413,success,1,0.007993,0.480024,0.480024,0.472031,0.472031,1.480086,1,1.045610,0.344016,0.002638,0.001839,0.003200,0.2959,2.000,2.023,740,2026-09-11T19:06:35.875,
57,58,15.187500,0.500000,5.924813,4.971544,0.400000,0.248125,0.002500,0.399826,0.151701,success,1,0.007992,0.384012,0.384012,0.376020,0.376020,1.384146,1,0.736425,0.214002,0.000000,-0.000462,0.003192,0.1488,2.000,2.019,692,2026-09-11T19:06:41.033,
58,59,12.000000,0.888889,4.754887,3.857981,0.400000,0.280000,0.004444,0.400432,0.120432,success,1,0.005990,0.324208,0.324208,0.318218,0.318218,1.324275,1,0.632084,0.176005,0.000000,-0.001014,0.003200,0.1163,2.000,2.164,662,2026-09-11T19:06:44.539,
59,60,27.000000,1.333333,5.339850,4.409391,0.400000,0.130000,0.006667,0.400159,0.270159,success,1,0.005990,0.454055,0.454055,0.448065,0.448065,1.454144,1,0.984717,0.306031,0.000744,0.000419,0.003196,0.2586,2.000,2.019,727,2026-09-11T19:06:47.664,
60,61,15.000000,2.500000,3.584963,2.807355,0.400000,0.250000,0.012500,0.400701,0.150701,success,1,0.007977,0.313994,0.313994,0.306017,0.306017,1.314058,1,0.732274,0.215989,0.000000,-0.000896,0.003196,0.1492,2.000,2.010,657,2026-09-11T19:06:52.442,
61,62,12.000000,1.333333,4.169925,3.321928,0.400000,0.280000,0.006667,0.400644,0.120644,success,1,0.007993,0.308010,0.308010,0.300017,0.300017,1.308075,1,0.632469,0.182002,0.000000,-0.001392,0.003196,0.1239,2.000,2.041,654,2026-09-11T19:06:55.873,
62,63,12.000000,2.000000,3.584963,2.807355,0.400000,0.280000,0.010000,0.400633,0.120633,success,1,0.007993,0.288005,0.288005,0.280012,0.280012,1.288059,1,0.633893,0.178000,0.000000,-0.000911,0.003192,0.1273,2.000,2.024,644,2026-09-11T19:06:58.993,
63,64,15.000000,2.500000,3.584963,2.807355,0.400000,0.250000,0.012500,0.399758,0.149758,success,1,0.007996,0.316013,0.316013,0.308017,0.308017,1.316107,1,0.729597,0.216008,0.000000,-0.000987,0.003189,0.1520,2.000,2.030,658,2026-09-11T19:07:02.113,
64,65,27.000000,1.333333,5.339850,4.409391,0.400000,0.130000,0.006667,0.400417,0.270417,success,1,0.005989,0.452068,0.452068,0.446079,0.446079,1.452172,1,0.986183,0.306011,0.000775,0.000411,0.003196,0.2603,2.000,2.027,726,2026-09-11T19:07:05.527,
65,66,18.000000,0.888889,5.339850,4.409391,0.400000,0.220000,0.004444,0.400197,0.180197,success,1,0.005989,0.392057,0.392057,0.386068,0.386068,1.392168,1,0.800589,0.232046,0.000000,-0.000282,0.003192,0.1681,2.000,2.033,696,2026-09-11T19:07:10.294,
66,67,18.000000,1.333333,4.754888,3.857981,0.400000,0.220000,0.006667,0.400178,0.180178,success,1,0.008010,0.376035,0.376035,0.368025,0.368025,1.376091,1,0.800108,0.234020,0.000000,-0.000816,0.003192,0.1831,2.000,2.036,688,2026-09-11T19:07:14.090,
67,68,30.375000,1.000000,5.924813,4.971544,0.400000,0.096250,0.005000,0.400424,0.304174,success,1,0.007992,0.478017,0.478017,0.470025,0.470025,1.478089,1,1.052747,0.342012,0.003168,0.002350,0.003189,0.2977,2.000,2.018,739,2026-09-11T19:07:17.871,
68,69,18.000000,0.888889,5.339850,4.409391,0.400000,0.220000,0.004444,0.400568,0.180568,success,1,0.005992,0.390038,0.390038,0.384046,0.384046,1.390148,1,0.803354,0.232008,0.000000,-0.000252,0.003189,0.1698,2.000,2.036,695,2026-09-11T19:07:23.002,
69,70,20.250000,1.000000,5.339850,4.409391,0.400000,0.197500,0.005000,0.400197,0.202697,success,1,0.005990,0.408042,0.408042,0.402052,0.402052,1.408106,1,0.857688,0.252033,0.000000,-0.000254,0.003185,0.1960,2.000,2.028,704,2026-09-11T19:07:26.796,
70,71,30.375000,1.000000,5.924813,4.971544,0.400000,0.096250,0.005000,0.400508,0.304258,success,1,0.007996,0.478017,0.478017,0.470021,0.470021,1.478096,1,1.053721,0.338009,0.003217,0.002358,0.003185,0.2963,2.000,2.019,739,2026-09-11T19:07:30.846,
71,72,12.000000,1.333333,4.169925,3.321928,0.400000,0.280000,0.006667,0.399860,0.119860,success,1,0.007994,0.308007,0.308007,0.300013,0.300013,1.308082,1,0.636840,0.176000,0.000000,-0.001048,0.003177,0.1254,2.000,2.015,654,2026-09-11T19:07:36.011,
72,73,18.000000,2.000000,4.169925,3.321928,0.400000,0.220000,0.010000,0.399595,0.179595,success,1,0.007993,0.358017,0.358017,0.350024,0.350024,1.358079,1,0.798370,0.234011,0.000000,-0.000608,0.003181,0.1856,2.000,2.033,679,2026-09-11T19:07:39.171,
73,74,8.000000,1.333333,3.584963,2.807355,0.400000,0.320000,0.006667,0.400784,0.080784,success,1,0.005989,0.248007,0.248007,0.242018,0.242018,1.248176,1,0.480042,0.125998,0.000000,-0.000060,0.003181,0.0833,2.000,2.022,624,2026-09-11T19:07:42.919,
74,75,12.000000,2.000000,3.584963,2.807355,0.400000,0.280000,0.010000,0.400190,0.120190,success,1,0.005990,0.288020,0.288020,0.282030,0.282030,1.288110,1,0.631116,0.174013,0.000000,-0.001392,0.003181,0.1196,2.000,2.034,644,2026-09-11T19:07:45.580,
75,76,27.000000,0.888889,5.924812,4.971543,0.400000,0.130000,0.004444,0.400394,0.270394,success,1,0.006009,0.462022,0.462022,0.456013,0.456013,1.462114,1,0.987793,0.306011,0.000881,0.000600,0.003185,0.2613,2.000,2.023,731,2026-09-11T19:07:48.664,
76,77,18.000000,1.333333,4.754888,3.857981,0.400000,0.220000,0.006667,0.400723,0.180723,success,1,0.007993,0.374011,0.374011,0.366018,0.366018,1.374069,1,0.806760,0.236004,0.000000,-0.000608,0.003181,0.1834,2.000,2.021,687,2026-09-11T19:07:53.468,
77,78,8.000000,0.888889,4.169925,3.321928,0.400000,0.320000,0.004444,0.400587,0.080587,success,1,0.007996,0.266066,0.266066,0.258070,0.258070,1.266155,1,0.485084,0.145998,0.000053,0.000038,0.003174,0.0837,2.000,2.065,633,2026-09-11T19:07:57.255,
78,79,18.000000,1.333333,4.754888,3.857981,0.400000,0.220000,0.006667,0.400606,0.180606,success,1,0.007991,0.374010,0.374010,0.366019,0.366019,1.374087,1,0.806056,0.236006,0.000000,-0.000608,0.003177,0.1805,2.000,2.023,687,2026-09-11T19:07:59.959,
79,80,27.000000,2.000000,4.754888,3.857981,0.400000,0.130000,0.010000,0.400417,0.270417,success,1,0.007974,0.435993,0.435993,0.428019,0.428019,1.436070,1,0.986281,0.305986,0.001301,0.000983,0.003174,0.2702,2.000,2.020,718,2026-09-11T19:08:03.727,
80,81,15.000000,2.500000,3.584963,2.807355,0.400000,0.250000,0.012500,0.400617,0.150617,success,1,0.005991,0.314038,0.314038,0.308047,0.308047,1.314097,1,0.727633,0.214002,0.000459,0.000156,0.003174,0.1450,2.006,4.646,655,2026-09-11T19:08:08.465,
81,82,27.000000,1.333333,5.339850,4.409391,0.400000,0.130000,0.006667,0.400451,0.270451,success,1,0.005989,0.448057,0.448057,0.442068,0.442068,1.448145,1,0.989078,0.306035,0.001017,0.000809,0.003177,0.2652,2.000,2.033,724,2026-09-11T19:08:11.870,
82,83,12.000000,0.888889,4.754887,3.857981,0.400000,0.280000,0.004444,0.400686,0.120686,success,1,0.005974,0.321997,0.321997,0.316023,0.316023,1.322097,1,0.633023,0.181984,0.000000,-0.000813,0.003174,0.1180,2.000,2.017,661,2026-09-11T19:08:16.616,
83,84,27.000000,2.000000,4.754888,3.857981,0.400000,0.130000,0.010000,0.400776,0.270776,success,1,0.007994,0.436016,0.436016,0.428022,0.428022,1.436287,1,0.991622,0.312008,0.001550,0.001180,0.003170,0.2730,2.000,2.149,718,2026-09-11T19:08:19.748,
84,85,12.000000,2.000000,3.584963,2.807355,0.400000,0.280000,0.010000,0.400152,0.120152,success,1,0.007990,0.288006,0.288006,0.280016,0.280016,1.288126,1,0.633797,0.180000,0.000000,-0.001350,0.003166,0.1258,2.000,2.019,644,2026-09-11T19:08:24.513,
85,86,20.250000,1.000000,5.339850,4.409391,0.400000,0.197500,0.005000,0.400651,0.203151,success,1,0.006005,0.404029,0.404029,0.398024,0.398024,1.404134,1,0.864851,0.254009,0.000026,-0.000038,0.003166,0.1966,2.000,2.031,702,2026-09-11T19:08:27.601,
86,87,15.187500,0.500000,5.924813,4.971544,0.400000,0.248125,0.002500,0.400470,0.152345,success,1,0.005991,0.378012,0.378012,0.372021,0.372021,1.378107,1,0.732483,0.214004,0.000602,0.000280,0.003174,0.1408,2.000,2.023,689,2026-09-11T19:08:31.636,
87,88,20.250000,1.000000,5.339850,4.409391,0.400000,0.197500,0.005000,0.400455,0.202955,success,1,0.005987,0.404009,0.404009,0.398022,0.398022,1.404104,1,0.863892,0.254000,0.000000,-0.000091,0.003174,0.1966,2.000,2.019,702,2026-09-11T19:08:35.142,
88,89,15.187500,0.500000,5.924813,4.971544,0.400000,0.248125,0.002500,0.400731,0.152606,success,1,0.007993,0.380011,0.380011,0.372018,0.372018,1.380081,1,0.741695,0.216002,0.000000,-0.000352,0.003170,0.1478,2.000,2.024,690,2026-09-11T19:08:39.192,
89,90,8.000000,1.333333,3.584963,2.807355,0.400000,0.320000,0.006667,0.400137,0.080137,success,1,0.007988,0.248003,0.248003,0.240015,0.240015,1.248116,1,0.480436,0.143997,0.000000,-0.000764,0.003170,0.0849,2.000,2.019,624,2026-09-11T19:08:42.715,
90,91,8.000000,0.888889,4.169925,3.321928,0.400000,0.320000,0.004444,0.400716,0.080716,success,1,0.008004,0.264035,0.264035,0.256031,0.256031,1.264122,1,0.484454,0.146030,0.000000,-0.000280,0.003170,0.0839,2.000,2.020,632,2026-09-11T19:08:45.379,
91,92,15.187500,0.500000,5.924813,4.971544,0.400000,0.248125,0.002500,0.400845,0.152720,success,1,0.007995,0.382011,0.382011,0.374016,0.374016,1.382160,1,0.739286,0.218002,0.000000,-0.000663,0.003170,0.1447,2.000,2.026,691,2026-09-11T19:08:48.121,
92,93,18.000000,0.888889,5.339850,4.409391,0.400000,0.220000,0.004444,0.400527,0.180527,success,1,0.005988,0.390032,0.390032,0.384044,0.384044,1.390121,1,0.799058,0.234006,0.000000,-0.000275,0.003174,0.1698,2.000,2.019,695,2026-09-11T19:08:51.602,
93,94,15.000000,2.500000,3.584963,2.807355,0.400000,0.250000,0.012500,0.400455,0.150455,success,1,0.005990,0.314538,0.314538,0.308548,0.308548,1.314757,1,0.724821,0.210027,0.000000,-0.000953,0.003170,0.1453,2.010,4.656,654,2026-09-11T19:08:55.396,
94,95,20.250000,1.000000,5.339850,4.409391,0.400000,0.197500,0.005000,0.400621,0.203121,success,1,0.007992,0.404041,0.404041,0.396049,0.396049,1.404096,1,0.861100,0.256006,0.000518,0.000140,0.003174,0.2009,2.000,2.033,702,2026-09-11T19:08:58.817,
95,96,27.000000,0.888889,5.924812,4.971543,0.400000,0.130000,0.004444,0.400421,0.270421,success,1,0.008003,0.460034,0.460034,0.452031,0.452031,1.460179,1,0.988467,0.306022,0.000797,0.000513,0.003166,0.2630,2.000,2.019,730,2026-09-11T19:09:02.873,
