trial,csv_line,D_file,W_file,ID_fitts_bits,ID_shannon_bits,x_home_m,x_target_m,tolerance_m,x_start_m,D_effective_m,outcome,success,rt_kinematic_s,mt_first_entry_s,mt_final_entry_s,mt_first_entry_kin_s,mt_final_entry_kin_s,task_time_s,n_entries,peak_speed_x_mps,t_peak_speed_x_s,overshoot_m,endpoint_error_m,y_max_dev_m,sat_fraction,dt_mean_ms,dt_max_ms,samples,wall_clock,note
90,91,8.000000,0.888889,4.169925,3.321928,0.400000,0.320000,0.004444,0.400175,0.080175,success,1,0.005975,0.255995,0.255995,0.250020,0.250020,1.256054,1,0.489205,0.139983,0.000212,0.000171,0.003155,0.0892,2.000,2.024,628,2026-09-11T18:53:34.418,
91,92,15.187500,0.500000,5.924813,4.971544,0.400000,0.248125,0.002500,0.400436,0.152311,success,1,0.005990,0.368010,0.368010,0.362020,0.362020,1.368064,1,0.744680,0.216002,0.000000,-0.000015,0.003155,0.1550,2.000,2.021,684,2026-09-11T18:53:37.064,
92,93,18.000000,0.888889,5.339850,4.409391,0.400000,0.220000,0.004444,0.400209,0.180209,success,1,0.005990,0.378011,0.378011,0.372021,0.372021,1.378066,1,0.804305,0.234004,0.000039,-0.000165,0.003155,0.1872,2.000,2.023,689,2026-09-11T18:53:40.561,
93,94,15.000000,2.500000,3.584963,2.807355,0.400000,0.250000,0.012500,0.400474,0.150474,success,1,0.005989,0.308006,0.308006,0.302017,0.302017,1.308061,1,0.739486,0.212001,0.000000,-0.000063,0.003158,0.1575,2.000,2.006,654,2026-09-11T18:53:44.343,
94,95,20.250000,1.000000,5.339850,4.409391,0.400000,0.197500,0.005000,0.400727,0.203227,success,1,0.007993,0.390011,0.390011,0.382018,0.382018,1.390065,1,0.861359,0.260004,0.000742,0.000435,0.003151,0.2288,2.000,2.021,695,2026-09-11T18:53:47.767,
95,96,27.000000,0.888889,5.924812,4.971543,0.400000,0.130000,0.004444,0.399652,0.269652,success,1,0.007993,0.446021,0.526026,0.438028,0.518033,1.528025,2,0.989531,0.330013,0.004514,0.003318,0.003151,0.2765,2.003,3.849,763,2026-09-11T18:53:51.832,
96,97,18.000000,1.333333,4.754888,3.857981,0.400000,0.220000,0.006667,0.400784,0.180784,success,1,0.007993,0.362024,0.362024,0.354031,0.354031,1.362085,1,0.810334,0.236018,0.000406,0.000119,0.003147,0.1982,2.000,2.043,681,2026-09-11T18:53:56.712,
97,98,12.000000,0.888889,4.754887,3.857981,0.400000,0.280000,0.004444,0.400402,0.120402,success,1,0.005990,0.310006,0.310006,0.304016,0.304016,1.310130,1,0.643626,0.179999,0.000000,-0.000154,0.003147,0.1237,2.000,2.022,655,2026-09-11T18:54:00.484,
98,99,12.000000,2.000000,3.584963,2.807355,0.400000,0.280000,0.010000,0.400190,0.120190,success,1,0.005989,0.282005,0.282005,0.276016,0.276016,1.282061,1,0.642465,0.178000,0.000000,-0.000185,0.003147,0.1264,2.000,2.010,641,2026-09-11T18:54:03.602,
99,100,8.000000,0.888889,4.169925,3.321928,0.400000,0.320000,0.004444,0.400356,0.080356,success,1,0.005989,0.254004,0.254004,0.248015,0.248015,1.254086,1,0.490528,0.139997,0.000315,0.000250,0.003147,0.0893,2.000,2.015,627,2026-09-11T18:54:06.690,
100,101,18.000000,1.333333,4.754888,3.857981,0.400000,0.220000,0.006667,0.400186,0.180186,success,1,0.005990,0.364025,0.364025,0.358035,0.358035,1.364096,1,0.802919,0.246019,0.000000,-0.000211,0.003147,0.1877,2.000,2.040,682,2026-09-11T18:54:09.359,
101,102,27.000000,1.333333,5.339850,4.409391,0.400000,0.130000,0.006667,0.400398,0.270398,success,1,0.005989,0.438014,0.438014,0.432025,0.432025,1.438076,1,0.991278,0.324008,0.003269,0.002217,0.003151,0.2865,2.000,2.020,719,2026-09-11T18:54:13.127,
102,103,12.000000,0.888889,4.754887,3.857981,0.400000,0.280000,0.004444,0.400826,0.120826,success,1,0.008001,0.310007,0.310007,0.302006,0.302006,1.310059,1,0.647418,0.184000,0.000000,-0.000877,0.003143,0.1298,2.000,2.010,655,2026-09-11T18:54:17.909,
103,104,27.000000,1.333333,5.339850,4.409391,0.400000,0.130000,0.006667,0.399561,0.269561,success,1,0.007992,0.440054,0.440054,0.432062,0.432062,1.440126,1,0.988804,0.328048,0.004594,0.003326,0.003143,0.2917,2.000,2.046,720,2026-09-11T18:54:21.131,
104,105,27.000000,2.000000,4.754888,3.857981,0.400000,0.130000,0.010000,0.399630,0.269630,success,1,0.007996,0.430014,0.430014,0.422018,0.422018,1.430067,1,0.990397,0.322008,0.004734,0.003443,0.003139,0.2937,2.000,2.019,715,2026-09-11T18:54:25.974,
105,106,20.250000,1.000000,5.339850,4.409391,0.400000,0.197500,0.005000,0.400447,0.202947,success,1,0.005989,0.390030,0.390030,0.384041,0.384041,1.390091,1,0.864833,0.256005,0.000961,0.000518,0.003139,0.2216,2.000,2.026,695,2026-09-11T18:54:30.740,
106,107,12.000000,1.333333,4.169925,3.321928,0.400000,0.280000,0.006667,0.400182,0.120182,success,1,0.005989,0.298006,0.298006,0.292017,0.292017,1.298065,1,0.640035,0.175999,0.000000,-0.000090,0.003139,0.1248,2.000,2.010,649,2026-09-11T18:54:34.770,
107,108,8.000000,0.888889,4.169925,3.321928,0.400000,0.320000,0.004444,0.400231,0.080231,success,1,0.005990,0.254003,0.254003,0.248013,0.248013,1.254057,1,0.489875,0.139997,0.000292,0.000239,0.003139,0.0893,2.000,2.007,627,2026-09-11T18:54:37.877,
108,109,8.000000,1.333333,3.584963,2.807355,0.400000,0.320000,0.006667,0.400580,0.080580,success,1,0.007993,0.242007,0.242007,0.234014,0.234014,1.242083,1,0.498375,0.144000,0.000000,-0.000140,0.003139,0.0918,2.000,2.012,621,2026-09-11T18:54:40.530,
109,110,27.000000,2.000000,4.754888,3.857981,0.400000,0.130000,0.010000,0.400731,0.270731,success,1,0.007997,0.430014,0.430014,0.422017,0.422017,1.430067,1,0.995287,0.328008,0.004295,0.003401,0.003139,0.2937,2.000,2.011,715,2026-09-11T18:54:43.192,
110,111,15.000000,2.500000,3.584963,2.807355,0.400000,0.250000,0.012500,0.400405,0.150405,success,1,0.005988,0.308006,0.308006,0.302018,0.302018,1.308070,1,0.739272,0.210001,0.000000,-0.000101,0.003136,0.1590,2.000,2.021,654,2026-09-11T18:54:47.944,
111,112,12.000000,1.333333,4.169925,3.321928,0.400000,0.280000,0.006667,0.400190,0.120190,success,1,0.005990,0.298006,0.298006,0.292016,0.292016,1.298066,1,0.640310,0.176000,0.000000,-0.000328,0.003139,0.1263,2.000,2.013,649,2026-09-11T18:54:51.360,
112,113,27.000000,0.888889,5.924812,4.971543,0.400000,0.130000,0.004444,0.400519,0.270519,success,1,0.005990,0.444014,0.444014,0.438024,0.438024,1.444094,1,0.995571,0.326008,0.004098,0.003299,0.003139,0.2867,2.000,2.027,722,2026-09-11T18:54:54.447,
113,114,12.000000,1.333333,4.169925,3.321928,0.400000,0.280000,0.006667,0.400364,0.120364,success,1,0.007993,0.298008,0.298008,0.290015,0.290015,1.298072,1,0.647314,0.182001,0.000000,-0.000692,0.003143,0.1294,2.000,2.010,649,2026-09-11T18:54:59.229,
114,115,30.375000,1.000000,5.924813,4.971544,0.400000,0.096250,0.005000,0.399664,0.303414,success,1,0.007996,0.470033,0.622040,0.462037,0.614044,1.622109,2,1.046317,0.364021,0.007710,0.003562,0.003136,0.2885,2.000,2.023,811,2026-09-11T18:55:02.351,
115,116,18.000000,2.000000,4.169925,3.321928,0.400000,0.220000,0.010000,0.400159,0.180159,success,1,0.007995,0.348010,0.348010,0.340015,0.340015,1.348120,1,0.808829,0.248004,0.000433,0.000138,0.003136,0.2047,2.000,2.019,674,2026-09-11T18:55:07.664,
116,117,12.000000,0.888889,4.754887,3.857981,0.400000,0.280000,0.004444,0.400175,0.120175,success,1,0.005990,0.310019,0.310019,0.304029,0.304029,1.310116,1,0.641138,0.178012,0.000000,-0.000128,0.003136,0.1252,2.000,2.023,655,2026-09-11T18:55:11.420,
117,118,18.000000,0.888889,5.339850,4.409391,0.400000,0.220000,0.004444,0.400443,0.180443,success,1,0.005992,0.376017,0.376017,0.370025,0.370025,1.376216,1,0.808016,0.234005,0.000058,-0.000161,0.003136,0.1875,2.000,2.082,688,2026-09-11T18:55:14.538,
118,119,27.000000,2.000000,4.754888,3.857981,0.400000,0.130000,0.010000,0.400182,0.270182,success,1,0.005989,0.428014,0.428014,0.422025,0.422025,1.428082,1,0.992495,0.318008,0.003610,0.002849,0.003136,0.2885,2.000,2.028,714,2026-09-11T18:55:18.321,
119,120,20.250000,1.000000,5.339850,4.409391,0.400000,0.197500,0.005000,0.400633,0.203133,success,1,0.007993,0.386024,0.386024,0.378031,0.378031,1.386107,1,0.874733,0.256017,0.000984,0.000624,0.003132,0.2280,2.000,2.016,693,2026-09-11T18:55:23.071,
120,121,18.000000,2.000000,4.169925,3.321928,0.400000,0.220000,0.010000,0.399766,0.179766,success,1,0.007991,0.348847,0.348847,0.340856,0.340856,1.348975,1,0.808594,0.246840,0.000403,0.000221,0.003132,0.1932,2.004,4.459,673,2026-09-11T18:55:27.138,
121,122,8.000000,0.888889,4.169925,3.321928,0.400000,0.320000,0.004444,0.400504,0.080504,success,1,0.005990,0.252006,0.252006,0.246016,0.246016,1.252100,1,0.494678,0.141999,0.000379,0.000299,0.003136,0.0895,2.000,2.027,626,2026-09-11T18:55:30.877,
122,123,18.000000,2.000000,4.169925,3.321928,0.400000,0.220000,0.010000,0.400606,0.180606,success,1,0.007992,0.346021,0.346021,0.338029,0.338029,1.346120,1,0.814942,0.236015,0.000448,0.000176,0.003136,0.2036,2.000,2.022,673,2026-09-11T18:55:33.559,
123,124,30.375000,1.000000,5.924813,4.971544,0.400000,0.096250,0.005000,0.399978,0.303728,success,1,0.007993,0.468034,0.622045,0.460041,0.614052,1.622174,2,1.048289,0.346022,0.007918,0.003562,0.003132,0.2885,2.000,2.035,811,2026-09-11T18:55:37.334,
124,125,27.000000,0.888889,5.924812,4.971543,0.400000,0.130000,0.004444,0.400519,0.270519,success,1,0.005990,0.442019,0.522024,0.436029,0.516034,1.522142,2,1.000464,0.324013,0.004594,0.003451,0.003132,0.2733,2.000,2.017,761,2026-09-11T18:55:42.636,
125,126,18.000000,1.333333,4.754888,3.857981,0.400000,0.220000,0.006667,0.400602,0.180602,success,1,0.005989,0.362009,0.362009,0.356020,0.356020,1.362276,1,0.812987,0.234002,0.000425,0.000282,0.003132,0.1938,2.000,2.106,681,2026-09-11T18:55:47.484,
126,127,15.187500,0.500000,5.924813,4.971544,0.400000,0.248125,0.002500,0.400163,0.152038,success,1,0.005990,0.366012,0.366012,0.360022,0.360022,1.366066,1,0.746440,0.214004,0.000091,0.000068,0.003132,0.1567,2.000,2.021,683,2026-09-11T18:55:51.259,
127,128,12.000000,2.000000,3.584963,2.807355,0.400000,0.280000,0.010000,0.400655,0.120655,success,1,0.007975,0.282001,0.282001,0.274026,0.274026,1.282072,1,0.647360,0.181981,0.000000,-0.000529,0.003132,0.1326,2.000,2.016,641,2026-09-11T18:55:54.769,
128,129,18.000000,0.888889,5.339850,4.409391,0.400000,0.220000,0.004444,0.400845,0.180845,success,1,0.007995,0.374011,0.374011,0.366016,0.366016,1.374118,1,0.818616,0.238003,0.000263,-0.000029,0.003132,0.1965,2.000,2.020,687,2026-09-11T18:55:57.863,
129,130,8.000000,1.333333,3.584963,2.807355,0.400000,0.320000,0.006667,0.400898,0.080898,success,1,0.007996,0.240003,0.240003,0.232007,0.232007,1.240061,1,0.500766,0.145998,0.000069,0.000042,0.003132,0.0919,2.000,2.027,620,2026-09-11T18:56:01.658,
130,131,27.000000,1.333333,5.339850,4.409391,0.400000,0.130000,0.006667,0.400598,0.270598,success,1,0.007994,0.436016,0.436016,0.428022,0.428022,1.436117,1,1.001119,0.328010,0.005044,0.003451,0.003132,0.2925,2.000,2.042,718,2026-09-11T18:56:04.298,
131,132,8.000000,1.333333,3.584963,2.807355,0.400000,0.320000,0.006667,0.400405,0.080405,success,1,0.005990,0.240003,0.240003,0.234013,0.234013,1.240057,1,0.492921,0.141998,0.000356,0.000292,0.003132,0.0903,2.000,2.009,620,2026-09-11T18:56:09.074,
132,133,12.000000,2.000000,3.584963,2.807355,0.400000,0.280000,0.010000,0.400735,0.120735,success,1,0.007993,0.282020,0.282020,0.274027,0.274027,1.282136,1,0.649471,0.182005,0.000000,-0.000885,0.003132,0.1310,2.000,2.031,641,2026-09-11T18:56:11.744,
133,134,30.375000,1.000000,5.924813,4.971544,0.400000,0.096250,0.005000,0.399853,0.303603,success,1,0.007990,0.468036,0.622053,0.460046,0.614063,1.622155,2,1.046566,0.348029,0.007839,0.003558,0.003128,0.2885,2.000,2.019,811,2026-09-11T18:56:14.850,
134,135,15.187500,0.500000,5.924813,4.971544,0.400000,0.248125,0.002500,0.400178,0.152053,success,1,0.005989,0.366007,0.366007,0.360018,0.360018,1.366069,1,0.743762,0.216000,0.000170,0.000132,0.003128,0.1567,2.000,2.025,683,2026-09-11T18:56:20.154,
135,136,15.000000,2.500000,3.584963,2.807355,0.400000,0.250000,0.012500,0.400614,0.150614,success,1,0.005989,0.306008,0.306008,0.300019,0.300019,1.306078,1,0.742814,0.214003,0.000000,-0.000063,0.003128,0.1623,2.000,2.025,653,2026-09-11T18:56:23.631,
136,137,27.000000,2.000000,4.754888,3.857981,0.400000,0.130000,0.010000,0.400186,0.270186,success,1,0.007998,0.428052,0.428052,0.420054,0.420054,1.428112,1,0.998278,0.328047,0.004893,0.003462,0.003132,0.2941,2.000,2.020,714,2026-09-11T18:56:27.045,
137,138,30.375000,1.000000,5.924813,4.971544,0.400000,0.096250,0.005000,0.400356,0.304106,success,1,0.007995,0.466037,0.606070,0.458042,0.598075,1.606174,2,1.059310,0.346010,0.008255,0.000397,0.003124,0.2889,2.000,2.025,803,2026-09-11T18:56:31.823,
138,139,8.000000,1.333333,3.584963,2.807355,0.400000,0.320000,0.006667,0.400617,0.080617,success,1,0.007996,0.240003,0.240003,0.232007,0.232007,1.240064,1,0.499740,0.143999,0.000228,0.000171,0.003124,0.0919,2.000,2.012,620,2026-09-11T18:56:37.096,
139,140,18.000000,1.333333,4.754888,3.857981,0.400000,0.220000,0.006667,0.400689,0.180689,success,1,0.007995,0.362012,0.362012,0.354017,0.354017,1.362167,1,0.811894,0.236004,0.000304,0.000145,0.003128,0.1982,2.000,2.018,681,2026-09-11T18:56:39.764,
140,141,15.000000,2.500000,3.584963,2.807355,0.400000,0.250000,0.012500,0.400417,0.150417,success,1,0.005991,0.306007,0.306007,0.300016,0.300016,1.306063,1,0.743042,0.214002,0.000315,0.000198,0.003128,0.1639,2.000,2.014,653,2026-09-11T18:56:43.534,
141,142,20.250000,1.000000,5.339850,4.409391,0.400000,0.197500,0.005000,0.400625,0.203125,success,1,0.006000,0.388036,0.388036,0.382036,0.382036,1.388141,1,0.873426,0.254029,0.001135,0.000715,0.003124,0.2248,2.000,2.022,694,2026-09-11T18:56:46.931,
142,143,8.000000,0.888889,4.169925,3.321928,0.400000,0.320000,0.004444,0.400659,0.080659,success,1,0.007993,0.252008,0.252008,0.244015,0.244015,1.252129,1,0.501186,0.144002,0.000050,0.000027,0.003124,0.0895,2.000,2.019,626,2026-09-11T18:56:50.943,
143,144,18.000000,1.333333,4.754888,3.857981,0.400000,0.220000,0.006667,0.400511,0.180511,success,1,0.008016,0.360011,0.360011,0.351995,0.351995,1.360091,1,0.815435,0.236004,0.000490,0.000263,0.003128,0.2059,2.000,2.026,680,2026-09-11T18:56:53.617,
144,145,18.000000,2.000000,4.169925,3.321928,0.400000,0.220000,0.010000,0.400860,0.180860,success,1,0.007993,0.344968,0.344968,0.336975,0.336975,1.345092,1,0.817167,0.238005,0.000588,0.000376,0.003121,0.2048,2.011,3.993,669,2026-09-11T18:56:57.426,
145,146,8.000000,1.333333,3.584963,2.807355,0.400000,0.320000,0.006667,0.400209,0.080209,success,1,0.005990,0.240004,0.240004,0.234014,0.234014,1.240058,1,0.492240,0.139998,0.000417,0.000330,0.003124,0.0903,2.000,2.024,620,2026-09-11T18:57:01.185,
146,147,12.000000,0.888889,4.754887,3.857981,0.400000,0.280000,0.004444,0.400205,0.120205,success,1,0.005992,0.310006,0.310006,0.304014,0.304014,1.310064,1,0.642446,0.178000,0.000000,-0.000226,0.003124,0.1252,2.000,2.022,655,2026-09-11T18:57:03.837,
147,148,12.000000,2.000000,3.584963,2.807355,0.400000,0.280000,0.010000,0.399815,0.119815,success,1,0.007995,0.282006,0.282006,0.274011,0.274011,1.282100,1,0.643523,0.178000,0.000000,-0.000847,0.003121,0.1310,2.000,2.031,641,2026-09-11T18:57:06.995,
148,149,8.000000,1.333333,3.584963,2.807355,0.400000,0.320000,0.006667,0.399959,0.079959,success,1,0.007980,0.242080,0.242080,0.234100,0.234100,1.242142,1,0.495347,0.144074,0.000110,0.000087,0.003121,0.0918,2.000,2.064,621,2026-09-11T18:57:10.079,
149,150,8.000000,0.888889,4.169925,3.321928,0.400000,0.320000,0.004444,0.400352,0.080352,success,1,0.007994,0.254004,0.254004,0.246010,0.246010,1.254108,1,0.501842,0.145998,0.000000,-0.000106,0.003124,0.0909,2.000,2.019,627,2026-09-11T18:57:12.746,
150,151,27.000000,0.888889,5.924812,4.971543,0.400000,0.130000,0.004444,0.400436,0.270436,success,1,0.007992,0.442016,0.554022,0.434024,0.546030,1.554081,2,1.002209,0.328010,0.005264,0.003549,0.003124,0.2703,2.000,2.006,777,2026-09-11T18:57:15.422,
151,152,15.187500,0.500000,5.924813,4.971544,0.400000,0.248125,0.002500,0.400409,0.152284,success,1,0.005991,0.362011,0.362011,0.356020,0.356020,1.362064,1,0.746786,0.214003,0.000242,0.000181,0.003128,0.1586,2.000,2.010,681,2026-09-11T18:57:20.320,
152,153,27.000000,1.333333,5.339850,4.409391,0.400000,0.130000,0.006667,0.400281,0.270281,success,1,0.005988,0.436015,0.436015,0.430027,0.430027,1.436097,1,0.998730,0.324009,0.004537,0.003428,0.003124,0.2883,2.000,2.029,718,2026-09-11T18:57:23.813,
153,154,15.000000,2.500000,3.584963,2.807355,0.400000,0.250000,0.012500,0.400659,0.150659,success,1,0.005989,0.306017,0.306017,0.300028,0.300028,1.306096,1,0.745628,0.214002,0.000137,0.000058,0.003124,0.1639,2.000,2.028,653,2026-09-11T18:57:28.575,
154,155,12.000000,2.000000,3.584963,2.807355,0.400000,0.280000,0.010000,0.400776,0.120776,success,1,0.008003,0.280014,0.280014,0.272011,0.272011,1.280077,1,0.654000,0.184009,0.000000,-0.000533,0.003124,0.1328,2.000,2.010,640,2026-09-11T18:57:32.031,
155,156,20.250000,1.000000,5.339850,4.409391,0.400000,0.197500,0.005000,0.400735,0.203235,success,1,0.007992,0.386014,0.386014,0.378022,0.378022,1.386114,1,0.870643,0.258005,0.000961,0.000564,0.003121,0.2294,2.000,2.022,693,2026-09-11T18:57:35.123,
156,157,15.187500,0.500000,5.924813,4.971544,0.400000,0.248125,0.002500,0.399743,0.151618,success,1,0.007993,0.360034,0.360034,0.352041,0.352041,1.360092,1,0.751021,0.216025,0.000522,0.000223,0.003121,0.1676,2.000,2.025,680,2026-09-11T18:57:39.190,
157,158,18.000000,0.888889,5.339850,4.409391,0.400000,0.220000,0.004444,0.400708,0.180708,success,1,0.005990,0.372014,0.372014,0.366024,0.366024,1.372090,1,0.816610,0.234005,0.000353,0.000183,0.003121,0.1924,2.000,2.034,686,2026-09-11T18:57:42.700,
158,159,12.000000,1.333333,4.169925,3.321928,0.400000,0.280000,0.006667,0.399830,0.119830,success,1,0.007993,0.296007,0.296007,0.288014,0.288014,1.296065,1,0.645056,0.180000,0.000000,-0.000627,0.003121,0.1312,2.000,2.026,648,2026-09-11T18:57:46.530,
159,160,18.000000,2.000000,4.169925,3.321928,0.400000,0.220000,0.010000,0.400171,0.180171,success,1,0.007995,0.346011,0.346011,0.338016,0.338016,1.346111,1,0.811611,0.236005,0.000236,-0.000059,0.003121,0.2021,2.000,2.017,673,2026-09-11T18:57:49.670,
160,161,12.000000,0.888889,4.754887,3.857981,0.400000,0.280000,0.004444,0.400178,0.120178,success,1,0.005990,0.310007,0.310007,0.304017,0.304017,1.310063,1,0.646998,0.180000,0.000000,-0.000170,0.003121,0.1252,2.000,2.005,655,2026-09-11T18:57:53.424,
161,162,15.187500,0.500000,5.924813,4.971544,0.400000,0.248125,0.002500,0.400440,0.152315,success,1,0.005989,0.364009,0.364009,0.358020,0.358020,1.364063,1,0.749196,0.216001,0.000178,0.000121,0.003124,0.1569,2.000,2.027,682,2026-09-11T18:57:56.542,
162,163,27.000000,2.000000,4.754888,3.857981,0.400000,0.130000,0.010000,0.400587,0.270587,success,1,0.005990,0.424015,0.424015,0.418025,0.418025,1.424107,1,1.006079,0.324009,0.004802,0.003447,0.003124,0.2907,2.000,2.035,712,2026-09-11T18:58:00.033,
163,164,27.000000,0.888889,5.924812,4.971543,0.400000,0.130000,0.004444,0.400693,0.270693,success,1,0.007994,0.438032,0.586057,0.430038,0.578063,1.586147,2,1.008959,0.326026,0.006301,0.003685,0.003124,0.2711,2.000,2.032,793,2026-09-11T18:58:04.817,
164,165,27.000000,1.333333,5.339850,4.409391,0.400000,0.130000,0.006667,0.400735,0.270735,success,1,0.008016,0.432050,0.432050,0.424034,0.424034,1.432106,1,1.013375,0.326044,0.006308,0.003693,0.003117,0.2989,2.000,2.017,716,2026-09-11T18:58:09.744,
165,166,18.000000,0.888889,5.339850,4.409391,0.400000,0.220000,0.004444,0.400716,0.180716,success,1,0.005990,0.370013,0.370013,0.364023,0.364023,1.370083,1,0.820894,0.234005,0.000963,0.000774,0.003121,0.1912,2.000,2.015,685,2026-09-11T18:58:14.502,
166,167,27.000000,1.333333,5.339850,4.409391,0.400000,0.130000,0.006667,0.400519,0.270519,success,1,0.005988,0.432024,0.432024,0.426036,0.426036,1.432165,1,1.006127,0.324008,0.004840,0.003477,0.003121,0.2891,2.000,2.037,716,2026-09-11T18:58:18.266,
167,168,12.000000,2.000000,3.584963,2.807355,0.400000,0.280000,0.010000,0.400197,0.120197,success,1,0.005989,0.280006,0.280006,0.274017,0.274017,1.280059,1,0.642355,0.173999,0.000024,-0.000022,0.003124,0.1281,2.000,2.033,640,2026-09-11T18:58:23.045,
168,169,30.375000,1.000000,5.924813,4.971544,0.400000,0.096250,0.005000,0.400530,0.304280,success,1,0.007991,0.466015,0.604028,0.458024,0.596037,1.604101,2,1.057960,0.346008,0.008172,0.001064,0.003124,0.2893,2.000,2.017,802,2026-09-11T18:58:26.117,
169,170,8.000000,0.888889,4.169925,3.321928,0.400000,0.320000,0.004444,0.400413,0.080413,success,1,0.007996,0.252033,0.252033,0.244037,0.244037,1.252066,1,0.498369,0.144026,0.000106,0.000080,0.003117,0.0915,2.010,4.475,623,2026-09-11T18:58:31.413,
170,171,18.000000,0.888889,5.339850,4.409391,0.400000,0.220000,0.004444,0.400640,0.180640,success,1,0.007993,0.374025,0.374025,0.366032,0.366032,1.374147,1,0.812727,0.236016,0.000535,0.000342,0.003121,0.2009,2.000,2.020,687,2026-09-11T18:58:34.082,
171,172,27.000000,2.000000,4.754888,3.857981,0.400000,0.130000,0.010000,0.400553,0.270553,success,1,0.005989,0.428019,0.428019,0.422030,0.422030,1.428130,1,1.001477,0.326014,0.004397,0.003409,0.003121,0.2913,2.000,2.022,714,2026-09-11T18:58:37.850,
172,173,27.000000,0.888889,5.924812,4.971543,0.400000,0.130000,0.004444,0.400693,0.270693,success,1,0.005990,0.442015,0.516019,0.436025,0.510029,1.516073,2,1.005473,0.324008,0.004503,0.003432,0.003121,0.2744,2.000,2.026,758,2026-09-11T18:58:42.603,
173,174,12.000000,1.333333,4.169925,3.321928,0.400000,0.280000,0.006667,0.400598,0.120598,success,1,0.005990,0.296007,0.296007,0.290017,0.290017,1.296062,1,0.651641,0.180000,0.000073,0.000020,0.003121,0.1281,2.000,2.022,648,2026-09-11T18:58:47.457,
174,175,20.250000,1.000000,5.339850,4.409391,0.400000,0.197500,0.005000,0.399694,0.202194,success,1,0.007993,0.388024,0.388024,0.380031,0.380031,1.388078,1,0.863326,0.258017,0.000938,0.000568,0.003117,0.2291,2.000,2.016,694,2026-09-11T18:58:50.623,
175,176,12.000000,1.333333,4.169925,3.321928,0.400000,0.280000,0.006667,0.400788,0.120788,success,1,0.007993,0.296007,0.296007,0.288014,0.288014,1.296138,1,0.649533,0.182000,0.000000,-0.000824,0.003117,0.1312,2.000,2.023,648,2026-09-11T18:58:54.679,
176,177,15.000000,2.500000,3.584963,2.807355,0.400000,0.250000,0.012500,0.400587,0.150587,success,1,0.007992,0.308008,0.308008,0.300016,0.300016,1.308077,1,0.748033,0.218002,0.000523,0.000115,0.003117,0.1713,2.000,2.022,654,2026-09-11T18:58:57.784,
177,178,18.000000,1.333333,4.754888,3.857981,0.400000,0.220000,0.006667,0.399754,0.179754,success,1,0.008018,0.364075,0.364075,0.356057,0.356057,1.364168,1,0.810058,0.250066,0.000391,-0.000033,0.003117,0.1979,2.000,2.036,682,2026-09-11T18:59:01.216,
178,179,12.000000,0.888889,4.754887,3.857981,0.400000,0.280000,0.004444,0.400182,0.120182,success,1,0.005989,0.312018,0.312018,0.306029,0.306029,1.312112,1,0.639865,0.174001,0.000000,-0.000616,0.003121,0.1235,2.000,2.044,656,2026-09-11T18:59:04.988,
179,180,30.375000,1.000000,5.924813,4.971544,0.400000,0.096250,0.005000,0.400527,0.304277,success,1,0.005988,0.466051,0.590058,0.460063,0.584070,1.590115,2,1.051769,0.344044,0.006461,0.003422,0.003121,0.2893,2.000,2.026,795,2026-09-11T18:59:08.103,
180,181,18.000000,2.000000,4.169925,3.321928,0.400000,0.220000,0.010000,0.400447,0.180447,success,1,0.007973,0.348045,0.348045,0.340072,0.340072,1.348146,1,0.810707,0.238039,0.000698,0.000425,0.003121,0.2077,2.000,2.037,674,2026-09-11T18:59:13.381,
